Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverallSatisfaction,CareerProgressionRatio,YearsWithoutPromotion,AnnualSalary,SalaryHikeImpact,WorkLoadIndex,BusinessTravel_Encoded,Department_Encoded,Education_Encoded,EducationField_Encoded,EnvironmentSatisfaction_Encoded,Gender_Encoded,JobInvolvement_Encoded,JobRole_Encoded,JobSatisfaction_Encoded,MaritalStatus_Encoded,OverTime_Encoded,PerformanceRating_Encoded,RelationshipSatisfaction_Encoded,WorkLifeBalance_Encoded
18,0,Travel_Rarely,812,Sales,10,Bachelor,Medical,Very High,Female,69,Medium,1,Sales Representative,High,Single,1200,9724,1,No,12,Excellent,Low,0,0,2,Better,0,0,0,0,2.75,1.0,0,14400,14400,2,2,2,0,3,3,0,2,8,0,2,0,0,1,2
28,0,Travel_Rarely,1476,Research & Development,16,College,Medical,Medium,Male,68,Very High,2,Healthcare Representative,Low,Single,5661,4824,0,No,19,Excellent,High,0,9,2,Better,8,3,0,7,2.25,0.1111111111111111,3,67932,107559,4,2,1,2,3,2,1,3,0,1,2,0,0,0,2
31,0,Travel_Rarely,218,Sales,7,Bachelor,Technical Degree,Medium,Male,100,Very High,2,Sales Executive,Very High,Married,6929,12241,4,No,11,Excellent,Medium,1,10,3,Good,8,7,7,7,2.5,0.8888888888888888,0,83148,76219,4,2,2,0,5,2,1,3,7,3,1,0,0,2,3
39,0,Travel_Rarely,1132,Research & Development,1,Bachelor,Medical,High,Male,48,Very High,3,Healthcare Representative,Very High,Divorced,9613,10942,0,No,17,Excellent,Low,3,19,5,Good,18,10,3,7,2.5,0.21052631578947367,7,115356,163421,4,2,1,0,3,0,1,3,0,3,0,0,0,1,3
36,0,Non-Travel,1105,Research & Development,24,Master,Life Sciences,Medium,Female,47,High,2,Laboratory Technician,Medium,Married,5674,6927,7,No,15,Excellent,High,1,11,3,Better,9,8,0,8,2.5,0.1,8,68088,85110,3,0,1,4,1,2,0,0,2,2,1,0,0,0,2
32,0,Travel_Rarely,906,Sales,7,Bachelor,Life Sciences,Very High,Male,91,Medium,2,Sales Executive,High,Married,5484,16985,1,No,14,Excellent,High,1,13,3,Good,13,8,4,8,3.0,0.35714285714285715,4,65808,76776,2,2,2,0,1,3,1,2,7,0,1,0,0,0,3
38,0,Travel_Rarely,849,Research & Development,25,College,Life Sciences,Low,Female,81,Medium,3,Research Director,Medium,Married,12061,26707,3,No,17,Excellent,High,1,19,2,Better,10,8,0,1,2.25,0.09090909090909091,8,144732,205037,2,2,1,2,1,1,0,2,5,2,1,0,0,0,2
58,0,Non-Travel,390,Research & Development,1,Master,Life Sciences,Very High,Male,32,Low,2,Healthcare Representative,High,Divorced,5660,17056,2,Yes,13,Excellent,Very High,1,12,2,Better,5,3,1,2,3.5,0.3333333333333333,2,67920,73580,2,0,1,4,1,3,1,1,0,0,0,1,0,3,2
31,0,Travel_Rarely,691,Research & Development,5,Master,Technical Degree,High,Male,86,High,1,Research Scientist,Very High,Married,4821,10077,0,Yes,12,Excellent,High,1,6,4,Better,5,2,0,3,3.25,0.16666666666666666,2,57852,57852,6,2,1,4,5,0,1,0,6,3,1,1,0,0,2
31,0,Travel_Rarely,106,Human Resources,2,Bachelor,Human Resources,Low,Male,62,Medium,2,Human Resources,Low,Married,6410,17822,3,No,12,Excellent,Very High,0,9,1,Better,2,2,1,0,2.25,0.6666666666666666,1,76920,76920,2,2,0,0,0,1,1,2,1,1,1,0,0,3,2
45,0,Travel_Frequently,1249,Research & Development,7,Bachelor,Life Sciences,Low,Male,97,High,3,Laboratory Technician,Low,Divorced,5210,20308,1,No,18,Excellent,Low,1,24,2,Better,24,9,9,11,1.5,0.4,0,62520,93780,3,1,1,0,1,1,1,0,2,1,0,0,0,1,2
31,0,Travel_Rarely,192,Research & Development,2,Master,Life Sciences,High,Male,32,High,1,Research Scientist,Very High,Divorced,2695,7747,0,Yes,18,Excellent,Medium,1,3,2,Bad,2,2,2,2,2.5,1.0,0,32340,48510,6,2,1,4,1,0,1,0,6,3,0,1,0,2,0
33,0,Travel_Frequently,553,Research & Development,5,Master,Life Sciences,Very High,Female,74,High,3,Manager,Medium,Married,11878,23364,6,No,11,Excellent,Medium,2,12,2,Better,10,6,8,8,2.75,0.8181818181818182,-2,142536,130658,3,1,1,4,1,3,0,0,3,2,1,0,0,2,2
39,0,Travel_Rarely,117,Research & Development,10,Below College,Medical,High,Male,99,High,4,Manager,Low,Married,17068,5355,1,Yes,14,Excellent,Very High,0,21,3,Better,21,9,11,10,2.75,0.5454545454545454,-2,204816,238952,6,2,1,1,3,0,1,0,3,1,1,1,0,3,2
43,0,Travel_Frequently,185,Research & Development,10,Master,Life Sciences,High,Female,33,High,1,Laboratory Technician,Very High,Single,2455,10675,0,No,19,Excellent,Low,0,9,5,Better,8,7,1,7,2.75,0.2222222222222222,6,29460,46645,3,1,1,4,1,0,0,0,2,3,2,0,0,1,2
49,0,Travel_Rarely,1091,Research & Development,1,College,Technical Degree,High,Female,90,Medium,4,Healthcare Representative,High,Single,13964,17810,7,Yes,12,Excellent,Very High,0,25,2,Better,7,1,0,7,3.25,0.125,1,167568,167568,4,2,1,2,5,0,0,2,0,0,2,1,0,3,2
52,1,Travel_Rarely,723,Research & Development,8,Master,Medical,High,Male,85,Medium,2,Research Scientist,Medium,Married,4941,17747,2,No,15,Excellent,Low,0,11,3,Good,8,2,7,7,2.0,0.8888888888888888,-5,59292,74115,2,2,1,4,3,0,1,2,6,2,1,0,0,1,3
27,0,Travel_Rarely,1220,Research & Development,5,Bachelor,Life Sciences,High,Female,85,High,1,Research Scientist,Medium,Single,2478,20938,1,Yes,12,Excellent,Medium,0,4,2,Good,4,3,1,2,2.25,0.4,2,29736,29736,6,2,1,0,1,0,0,0,6,2,2,1,0,2,3
32,0,Travel_Rarely,588,Sales,8,College,Technical Degree,High,Female,65,Medium,2,Sales Executive,Medium,Married,5228,24624,1,Yes,11,Excellent,Very High,0,13,2,Better,13,12,11,9,3.0,0.8571428571428571,1,62736,57508,4,2,2,2,5,0,0,2,7,2,1,1,0,3,2
27,0,Travel_Rarely,1377,Sales,2,Bachelor,Life Sciences,Very High,Male,74,High,2,Sales Executive,High,Single,4478,5242,1,Yes,11,Excellent,Low,0,5,3,Better,5,4,0,4,2.75,0.16666666666666666,4,53736,49258,6,2,2,0,1,3,1,0,7,0,2,1,0,1,2
31,0,Travel_Rarely,691,Sales,7,Bachelor,Marketing,Very High,Male,73,High,2,Sales Executive,Very High,Divorced,7547,7143,4,No,12,Excellent,Very High,3,13,3,Better,7,7,1,7,3.75,0.25,6,90564,90564,3,2,2,0,2,3,1,0,7,3,0,0,0,3,2
32,0,Travel_Rarely,1018,Research & Development,2,Master,Medical,Low,Female,74,Very High,2,Research Scientist,Very High,Single,5055,10557,7,No,16,Excellent,High,0,10,0,Good,7,7,0,7,2.5,0.125,7,60660,80880,4,2,1,4,3,1,0,3,6,3,2,0,0,0,3
28,1,Travel_Rarely,1157,Research & Development,2,Master,Medical,Low,Male,84,Low,1,Research Scientist,Very High,Married,3464,24737,5,Yes,13,Excellent,Very High,0,5,4,Good,3,2,2,2,2.75,0.75,0,41568,45032,2,2,1,4,3,1,1,1,6,3,1,1,0,3,3
30,0,Travel_Rarely,1275,Research & Development,28,College,Medical,Very High,Female,64,High,2,Research Scientist,Very High,Married,5775,11934,1,No,13,Excellent,Very High,2,11,2,Better,10,8,1,9,3.75,0.18181818181818182,7,69300,75075,3,2,1,2,3,3,0,0,6,3,1,0,0,3,2
31,0,Travel_Frequently,798,Research & Development,7,College,Life Sciences,High,Female,48,Medium,3,Manufacturing Director,High,Married,8943,14034,1,No,24,Outstanding,Low,1,10,2,Better,10,9,8,9,2.5,0.8181818181818182,1,107316,214632,2,1,1,2,1,0,0,2,4,0,1,0,1,1,2
39,0,Travel_Frequently,672,Research & Development,7,College,Medical,High,Male,54,Medium,5,Manager,Very High,Married,19272,21141,1,No,15,Excellent,Low,1,21,2,Better,21,9,13,3,2.75,0.6363636363636364,-4,231264,289080,2,1,1,2,3,0,1,2,3,3,1,0,0,1,2
39,1,Travel_Rarely,1162,Sales,3,College,Medical,Very High,Female,41,High,2,Sales Executive,High,Married,5238,17778,4,Yes,18,Excellent,Low,0,12,3,Good,1,0,0,0,2.5,0.5,0,62856,94284,6,2,2,2,3,3,0,0,7,0,1,1,0,1,3
33,0,Travel_Frequently,508,Sales,10,Bachelor,Marketing,Medium,Male,46,Medium,2,Sales Executive,Very High,Single,4682,4317,3,No,14,Excellent,High,0,9,6,Good,7,7,0,1,2.75,0.125,7,56184,65548,2,1,2,0,2,2,1,2,7,3,2,0,0,0,3
47,0,Travel_Rarely,1482,Research & Development,5,Doctor,Life Sciences,Very High,Male,42,High,5,Research Director,High,Married,18300,16375,4,No,11,Excellent,Medium,1,21,2,Better,3,2,1,1,3.0,0.5,1,219600,201300,3,2,1,3,1,3,1,0,5,0,1,0,0,2,2
43,0,Travel_Frequently,559,Research & Development,10,Master,Life Sciences,High,Female,82,Medium,2,Laboratory Technician,High,Divorced,5257,6227,1,No,11,Excellent,Medium,1,9,3,Best,9,7,0,0,3.0,0.1,7,63084,57827,2,1,1,4,1,0,0,2,2,0,0,0,0,2,1
27,0,Non-Travel,210,Sales,1,Below College,Marketing,High,Male,73,High,2,Sales Executive,Medium,Married,6349,22107,0,Yes,13,Excellent,Very High,1,6,0,Better,5,4,1,4,3.0,0.3333333333333333,3,76188,82537,6,0,2,1,2,0,1,0,7,2,1,1,0,3,2
54,0,Travel_Frequently,928,Research & Development,20,Master,Life Sciences,Very High,Female,31,High,2,Research Scientist,High,Single,4869,16885,3,No,12,Excellent,Very High,0,20,4,Good,4,3,0,3,3.25,0.2,3,58428,58428,3,1,1,4,1,3,0,0,6,0,2,0,0,3,3
43,0,Travel_Rarely,1001,Research & Development,7,Bachelor,Life Sciences,High,Female,43,High,3,Healthcare Representative,Low,Married,9985,9262,8,No,16,Excellent,Low,1,10,1,Good,1,0,0,0,1.75,0.5,0,119820,159760,3,2,1,0,1,0,0,0,0,1,1,0,0,1,3
45,0,Travel_Rarely,549,Research & Development,8,Master,Other,Very High,Male,75,High,2,Research Scientist,Very High,Married,3697,9278,9,No,14,Excellent,Low,2,12,3,Better,10,9,9,8,3.0,0.9090909090909091,0,44364,51758,3,2,1,4,4,3,1,0,6,3,1,0,0,1,2
40,0,Travel_Rarely,1124,Sales,1,College,Medical,Medium,Male,57,Low,2,Sales Executive,Very High,Married,7457,13273,2,Yes,22,Outstanding,High,3,6,2,Good,4,3,0,2,2.75,0.2,3,89484,164054,2,2,2,2,3,2,1,1,7,3,1,1,1,0,3
29,1,Travel_Rarely,318,Research & Development,8,Master,Other,Medium,Male,77,Low,1,Laboratory Technician,Low,Married,2119,4759,1,Yes,11,Excellent,Very High,0,7,4,Good,7,7,0,7,2.25,0.125,7,25428,23309,2,2,1,4,4,2,1,1,2,1,1,1,0,3,3
29,0,Travel_Rarely,738,Research & Development,9,Doctor,Other,Medium,Male,30,Medium,1,Laboratory Technician,Very High,Single,3983,7621,0,No,17,Excellent,High,0,4,2,Better,3,2,2,2,3.0,0.75,0,47796,67711,2,2,1,3,4,2,1,2,2,3,2,0,0,0,2
30,0,Travel_Rarely,570,Sales,5,Bachelor,Marketing,Very High,Female,30,Medium,2,Sales Executive,High,Divorced,6118,5431,1,No,13,Excellent,High,3,10,2,Better,10,9,1,2,3.25,0.18181818181818182,8,73416,79534,2,2,2,0,2,3,0,2,7,0,0,0,0,0,2
27,0,Travel_Rarely,1130,Sales,8,Master,Marketing,Medium,Female,56,High,2,Sales Executive,Medium,Married,6214,3415,1,No,18,Excellent,Low,1,8,3,Better,8,7,0,7,2.0,0.1111111111111111,7,74568,111852,3,2,2,4,2,2,0,0,7,2,1,0,0,1,2
37,0,Travel_Rarely,1192,Research & Development,5,College,Medical,Very High,Male,61,High,2,Manufacturing Director,Very High,Divorced,6347,23177,7,No,16,Excellent,High,2,8,2,Good,6,2,0,4,3.25,0.14285714285714285,2,76164,101552,3,2,1,2,3,3,1,0,4,3,0,0,0,0,3
38,0,Travel_Rarely,343,Research & Development,15,College,Life Sciences,High,Male,92,Medium,3,Research Director,Very High,Divorced,11510,15682,0,Yes,14,Excellent,Medium,1,12,3,Better,11,10,2,9,3.0,0.25,8,138120,161140,4,2,1,2,1,0,1,2,5,3,0,1,0,2,2
31,0,Travel_Rarely,1232,Research & Development,7,Master,Medical,High,Female,39,High,3,Manufacturing Director,Very High,Single,7143,25713,1,Yes,14,Excellent,High,0,11,2,Good,11,9,4,10,3.0,0.4166666666666667,5,85716,100002,6,2,1,4,3,0,0,0,4,3,2,1,0,0,3
29,0,Travel_Rarely,144,Sales,10,Below College,Marketing,Very High,Female,39,Medium,2,Sales Executive,Medium,Divorced,8268,11866,1,Yes,14,Excellent,Low,2,7,2,Better,7,7,1,7,2.5,0.25,6,99216,115752,4,2,2,1,2,3,0,2,7,2,0,1,0,1,2
35,0,Travel_Rarely,1296,Research & Development,5,Master,Technical Degree,High,Male,62,High,3,Manufacturing Director,Medium,Single,8095,18264,0,No,13,Excellent,Very High,0,17,5,Better,16,6,0,13,3.0,0.058823529411764705,6,97140,105235,3,2,1,4,5,0,1,0,4,2,2,0,0,3,2
23,0,Travel_Rarely,1309,Research & Development,26,Below College,Life Sciences,High,Male,83,High,1,Research Scientist,Very High,Divorced,2904,16092,1,No,12,Excellent,High,2,4,2,Good,4,2,0,2,3.0,0.2,2,34848,34848,3,2,1,1,1,0,1,0,6,3,0,0,0,0,3
41,0,Travel_Rarely,483,Research & Development,6,Bachelor,Medical,Very High,Male,95,Medium,2,Manufacturing Director,Medium,Single,6032,10110,6,Yes,15,Excellent,Very High,0,8,3,Better,5,4,1,2,3.25,0.3333333333333333,3,72384,90480,4,2,1,0,3,3,1,2,4,2,2,1,0,3,2
47,0,Travel_Frequently,1309,Sales,4,Below College,Medical,Medium,Male,99,High,2,Sales Representative,High,Single,2976,25751,3,No,19,Excellent,Low,0,5,3,Better,0,0,0,0,2.25,1.0,0,35712,56544,3,1,2,1,3,2,1,0,8,0,2,0,0,1,2
42,0,Travel_Rarely,810,Research & Development,23,Doctor,Life Sciences,Low,Female,44,High,4,Research Director,Very High,Single,15992,15901,2,No,14,Excellent,Medium,0,16,2,Better,1,0,0,0,2.5,0.5,0,191904,223888,3,2,1,3,1,1,0,0,5,3,2,0,0,2,2
29,0,Non-Travel,746,Sales,2,Bachelor,Life Sciences,Very High,Male,61,High,2,Sales Executive,High,Married,4649,16928,1,No,14,Excellent,Low,1,4,3,Good,4,3,0,2,2.5,0.2,3,55788,65086,3,0,2,0,1,3,1,0,7,0,1,0,0,1,3
42,0,Travel_Rarely,544,Human Resources,2,Below College,Technical Degree,High,Male,52,High,1,Human Resources,High,Divorced,2696,24017,0,Yes,11,Excellent,High,1,4,5,Better,3,2,1,0,3.0,0.5,1,32352,29656,6,2,0,1,5,0,1,0,1,0,0,1,0,0,2
32,0,Travel_Rarely,1062,Research & Development,2,Bachelor,Medical,High,Female,75,High,1,Laboratory Technician,Medium,Married,2370,3956,1,No,13,Excellent,High,1,8,4,Better,8,0,0,7,2.75,0.1111111111111111,0,28440,30810,3,2,1,0,3,0,0,0,2,2,1,0,0,0,2
48,0,Travel_Rarely,530,Sales,29,Below College,Medical,Low,Female,91,High,3,Manager,High,Married,12504,23978,3,No,21,Outstanding,Medium,1,15,3,Bad,0,0,0,0,1.75,1.0,0,150048,262584,3,2,2,1,3,1,0,0,3,0,1,0,1,2,0
37,0,Travel_Rarely,1319,Research & Development,6,Bachelor,Medical,High,Male,51,Very High,2,Research Scientist,Low,Divorced,5974,17001,4,Yes,13,Excellent,Low,2,13,2,Better,7,7,6,7,2.0,0.875,1,71688,77662,8,2,1,0,3,0,1,3,6,1,0,1,0,1,2
30,0,Non-Travel,641,Sales,25,College,Technical Degree,Very High,Female,85,High,2,Sales Executive,High,Married,4736,6069,7,Yes,12,Excellent,Medium,1,4,2,Best,2,2,2,2,3.25,1.0,0,56832,56832,6,0,2,2,5,3,0,0,7,0,1,1,0,2,1
26,0,Travel_Rarely,933,Sales,1,Bachelor,Life Sciences,High,Male,57,High,2,Sales Executive,High,Married,5296,20156,1,No,17,Excellent,Medium,1,8,3,Better,8,7,7,7,2.75,0.8888888888888888,0,63552,90032,3,2,2,0,1,0,1,0,7,0,1,0,0,2,2
42,0,Travel_Rarely,1332,Research & Development,2,Master,Other,Low,Male,98,Medium,2,Healthcare Representative,Very High,Single,6781,17078,3,No,23,Outstanding,Medium,0,14,6,Better,1,0,0,0,2.5,0.5,0,81372,155963,2,2,1,4,4,1,1,2,0,3,2,0,1,2,2
21,1,Travel_Frequently,756,Sales,1,Below College,Technical Degree,Low,Female,99,Medium,1,Sales Representative,Medium,Single,2174,9150,1,Yes,11,Excellent,High,0,3,3,Better,3,2,1,2,2.25,0.5,1,26088,23914,4,1,2,1,5,1,0,2,8,2,2,1,0,0,2
36,0,Non-Travel,845,Sales,1,Doctor,Medical,Very High,Female,45,High,2,Sales Executive,Very High,Single,6653,15276,4,No,15,Excellent,Medium,0,7,6,Better,1,0,0,0,3.25,0.5,0,79836,99795,3,0,2,3,3,3,0,0,7,3,2,0,0,2,2
36,0,Travel_Frequently,541,Sales,3,Master,Medical,Low,Male,48,Medium,3,Sales Executive,Very High,Married,9699,7246,4,No,11,Excellent,Low,1,16,2,Better,13,9,1,12,2.25,0.14285714285714285,8,116388,106689,2,1,2,4,3,1,1,2,7,3,1,0,0,1,2
57,0,Travel_Rarely,593,Research & Development,1,Master,Medical,Very High,Male,88,High,2,Healthcare Representative,High,Married,6755,2967,2,No,11,Excellent,High,0,15,2,Better,3,2,1,2,3.25,0.5,1,81060,74305,3,2,1,4,3,3,1,0,0,0,1,0,0,0,2
40,0,Travel_Rarely,1171,Research & Development,10,Master,Life Sciences,Very High,Female,46,Very High,1,Laboratory Technician,High,Married,2213,22495,3,Yes,13,Excellent,High,1,10,3,Better,7,7,1,7,3.25,0.25,6,26556,28769,8,2,1,4,1,3,0,3,2,0,1,1,0,0,2
21,0,Non-Travel,895,Sales,9,College,Medical,Low,Male,39,High,1,Sales Representative,Very High,Single,2610,2851,1,No,24,Outstanding,High,0,3,3,Good,3,2,2,2,2.5,0.75,0,31320,62640,3,0,2,2,3,1,1,0,8,3,2,0,1,0,3
33,1,Travel_Rarely,350,Sales,5,Bachelor,Marketing,Very High,Female,34,High,1,Sales Representative,High,Single,2851,9150,1,Yes,13,Excellent,Medium,0,1,2,Better,1,0,0,0,3.0,0.5,0,34212,37063,6,2,2,0,2,3,0,0,8,0,2,1,0,2,2
37,0,Travel_Rarely,921,Research & Development,10,Bachelor,Medical,High,Female,98,High,1,Laboratory Technician,Low,Married,3452,17663,6,No,20,Outstanding,Medium,1,17,3,Better,5,4,0,3,2.25,0.16666666666666666,4,41424,69040,3,2,1,0,3,0,0,0,2,1,1,0,1,2,2
46,0,Non-Travel,1144,Research & Development,7,Master,Medical,High,Female,30,High,2,Manufacturing Director,High,Married,5258,16044,2,No,14,Excellent,High,0,7,2,Best,1,0,0,0,3.25,0.5,0,63096,73612,3,0,1,4,3,0,0,0,4,0,1,0,0,0,1
41,1,Travel_Frequently,143,Sales,4,Bachelor,Marketing,Low,Male,56,High,2,Sales Executive,Medium,Single,9355,9558,1,No,18,Excellent,High,0,8,5,Better,8,7,7,7,2.25,0.8888888888888888,0,112260,168390,3,1,2,0,2,1,1,0,7,2,2,0,0,0,2
50,0,Travel_Rarely,1046,Research & Development,10,Bachelor,Technical Degree,Very High,Male,100,Medium,3,Healthcare Representative,Very High,Single,10496,2755,6,No,15,Excellent,Very High,0,20,2,Better,4,3,1,3,3.75,0.4,2,125952,157440,2,2,1,0,5,3,1,2,0,3,2,0,0,3,2
40,1,Travel_Rarely,575,Sales,22,College,Marketing,High,Male,68,Medium,2,Sales Executive,High,Married,6380,6110,2,Yes,12,Excellent,Low,2,8,6,Better,6,4,1,0,2.5,0.2857142857142857,3,76560,76560,4,2,2,2,2,0,1,2,7,0,1,1,0,1,2
31,0,Travel_Rarely,408,Research & Development,9,Master,Life Sciences,High,Male,42,Medium,1,Research Scientist,Medium,Single,2657,7551,0,Yes,16,Excellent,Very High,0,3,5,Better,2,2,2,2,3.0,1.0,0,31884,42512,4,2,1,4,1,0,1,2,6,2,2,1,0,3,2
21,1,Travel_Rarely,156,Sales,12,Bachelor,Life Sciences,High,Female,90,Very High,1,Sales Representative,Medium,Single,2716,25422,1,No,15,Excellent,Very High,0,1,0,Better,1,0,0,0,3.0,0.5,0,32592,40740,4,2,2,0,1,0,0,3,8,2,2,0,0,3,2
29,0,Travel_Rarely,1283,Research & Development,23,Bachelor,Life Sciences,Very High,Male,54,High,1,Research Scientist,Very High,Single,2201,18168,9,No,16,Excellent,Very High,0,6,4,Better,3,2,1,2,3.75,0.5,1,26412,35216,3,2,1,0,1,3,1,0,6,3,2,0,0,3,2
35,0,Travel_Rarely,755,Research & Development,9,Master,Life Sciences,High,Male,97,Medium,2,Healthcare Representative,Medium,Single,6540,19394,9,No,19,Excellent,High,0,10,5,Better,1,1,0,0,2.75,0.5,1,78480,124260,2,2,1,4,1,0,1,2,0,2,2,0,0,0,2
27,0,Travel_Rarely,1469,Research & Development,1,College,Medical,Very High,Male,82,High,1,Laboratory Technician,Medium,Divorced,3816,17881,1,No,11,Excellent,Medium,1,5,2,Better,5,2,0,4,2.75,0.16666666666666666,2,45792,41976,3,2,1,2,3,3,1,0,2,2,0,0,0,2,2
28,0,Travel_Rarely,304,Sales,9,Master,Life Sciences,Medium,Male,92,High,2,Sales Executive,Very High,Single,5253,20750,1,No,16,Excellent,Very High,0,7,1,Better,7,5,0,7,3.25,0.125,5,63036,84048,3,2,2,4,1,2,1,0,7,3,2,0,0,3,2
49,0,Travel_Rarely,1261,Research & Development,7,Bachelor,Other,Medium,Male,31,Medium,3,Healthcare Representative,High,Single,10965,12066,8,No,24,Outstanding,High,0,26,2,Better,5,2,0,0,2.75,0.16666666666666666,2,131580,263160,2,2,1,0,4,2,1,2,0,0,2,0,1,0,2
51,0,Travel_Rarely,1178,Sales,14,College,Life Sciences,High,Female,87,High,2,Sales Executive,Very High,Married,4936,14862,4,No,11,Excellent,High,1,18,2,Good,7,7,0,7,3.0,0.125,7,59232,54296,3,2,2,2,1,0,0,0,7,3,1,0,0,0,3
36,0,Travel_Rarely,329,Research & Development,2,Bachelor,Life Sciences,Very High,Female,96,High,1,Research Scientist,High,Married,2543,11868,4,No,13,Excellent,Medium,1,6,3,Better,2,2,2,2,3.0,1.0,0,30516,33059,3,2,1,0,1,3,0,0,6,0,1,0,0,2,2
34,1,Non-Travel,1362,Sales,19,Bachelor,Marketing,Low,Male,67,Very High,2,Sales Executive,Very High,Single,5304,4652,8,Yes,13,Excellent,Medium,0,9,3,Good,5,2,0,4,2.25,0.16666666666666666,2,63648,68952,8,0,2,0,2,1,1,3,7,3,2,1,0,2,3
55,0,Travel_Rarely,1311,Research & Development,2,Bachelor,Life Sciences,High,Female,97,High,4,Manager,Very High,Single,16659,23258,2,Yes,13,Excellent,High,0,30,2,Better,5,4,1,2,3.25,0.3333333333333333,3,199908,216567,6,2,1,0,1,0,0,0,3,3,2,1,0,0,2
24,0,Travel_Rarely,1371,Sales,10,Master,Marketing,Very High,Female,77,High,2,Sales Executive,High,Divorced,4260,5915,1,Yes,12,Excellent,Very High,1,5,2,Best,5,2,0,3,3.75,0.16666666666666666,2,51120,51120,6,2,2,4,2,3,0,0,7,0,0,1,0,3,1
30,0,Travel_Rarely,202,Sales,2,Below College,Technical Degree,High,Male,72,High,1,Sales Representative,Medium,Married,2476,17434,1,No,18,Excellent,Low,1,1,3,Better,1,0,0,0,2.25,0.5,0,29712,44568,3,2,2,1,5,0,1,0,8,2,1,0,0,1,2
26,1,Travel_Frequently,575,Research & Development,3,Below College,Technical Degree,High,Male,73,High,1,Research Scientist,Low,Single,3102,6582,0,No,22,Outstanding,High,0,7,2,Better,6,4,0,4,2.5,0.14285714285714285,4,37224,68244,3,1,1,1,5,0,1,0,6,1,2,0,1,0,2
22,0,Travel_Rarely,253,Research & Development,11,Bachelor,Medical,Low,Female,43,High,1,Research Scientist,Medium,Married,2244,24440,1,No,13,Excellent,Very High,1,2,1,Better,2,1,1,2,2.5,0.6666666666666666,0,26928,29172,3,2,1,0,3,1,0,0,6,2,1,0,0,3,2
36,0,Travel_Rarely,164,Sales,2,College,Medical,Medium,Male,61,Medium,3,Sales Executive,High,Married,7596,3809,1,No,13,Excellent,Medium,2,10,2,Better,10,9,9,0,2.5,0.9090909090909091,0,91152,98748,2,2,2,2,3,2,1,2,7,0,1,0,0,2,2
30,1,Travel_Frequently,464,Research & Development,4,Bachelor,Technical Degree,High,Male,40,High,1,Research Scientist,Very High,Single,2285,3427,9,Yes,23,Outstanding,High,0,3,4,Better,1,0,0,0,3.25,0.5,0,27420,52555,6,1,1,0,5,0,1,0,6,3,2,1,1,0,2
37,0,Travel_Rarely,1107,Research & Development,14,Bachelor,Life Sciences,Very High,Female,95,High,1,Laboratory Technician,Low,Divorced,3034,26914,1,No,12,Excellent,High,1,18,2,Good,18,7,12,17,2.5,0.6842105263157895,-5,36408,36408,3,2,1,0,1,3,0,0,2,1,0,0,0,0,3
40,0,Travel_Rarely,759,Sales,2,College,Marketing,Very High,Female,46,High,2,Sales Executive,Medium,Divorced,5715,22553,7,No,12,Excellent,High,2,8,5,Better,5,4,1,3,3.0,0.3333333333333333,3,68580,68580,3,2,2,2,2,3,0,0,7,2,0,0,0,0,2
42,0,Travel_Rarely,201,Research & Development,1,Master,Life Sciences,Medium,Female,95,High,1,Laboratory Technician,Low,Divorced,2576,20490,3,No,16,Excellent,Medium,1,8,5,Better,5,2,1,2,2.0,0.3333333333333333,1,30912,41216,3,2,1,4,1,2,0,0,2,1,0,0,0,2,2
37,0,Travel_Rarely,1305,Research & Development,10,Master,Life Sciences,High,Male,49,High,2,Manufacturing Director,Medium,Single,4197,21123,2,Yes,12,Excellent,Very High,0,18,2,Good,1,0,0,1,2.75,0.5,0,50364,50364,6,2,1,4,1,0,1,0,4,2,2,1,0,3,3
43,0,Travel_Rarely,982,Research & Development,12,Bachelor,Life Sciences,Low,Male,59,Medium,4,Research Director,Medium,Divorced,14336,4345,1,No,11,Excellent,High,1,25,3,Better,25,10,3,9,2.25,0.15384615384615385,7,172032,157696,2,2,1,0,1,1,1,2,5,2,0,0,0,0,2
40,0,Travel_Rarely,555,Research & Development,2,Bachelor,Medical,Medium,Female,78,Medium,2,Laboratory Technician,High,Married,3448,13436,6,No,22,Outstanding,Medium,1,20,3,Better,1,0,0,0,2.5,0.5,0,41376,75856,2,2,1,0,3,2,0,2,2,0,1,0,1,2,2
54,0,Travel_Rarely,821,Research & Development,5,College,Medical,Low,Male,86,High,5,Research Director,Low,Married,19406,8509,4,No,11,Excellent,High,1,24,4,Good,4,2,1,2,1.75,0.4,1,232872,213466,3,2,1,2,3,1,1,0,5,1,1,0,0,0,3
34,0,Non-Travel,1381,Sales,4,Master,Marketing,High,Female,72,High,2,Sales Executive,High,Married,6538,12740,9,No,15,Excellent,Low,1,6,3,Better,3,2,1,2,2.5,0.5,1,78456,98070,3,0,2,4,2,0,0,0,7,0,1,0,0,1,2
